filename,recording_length,sampling_frequency,magnitude_bandwidth,max_magnitude,mean_magnitude,label,set
a0185.wav,36,2000,-1,32767,-1.0142012000224303,abnormal,set_a
a0385.wav,21,2000,11387,5333,-0.5772605875619993,abnormal,set_a
a0360.wav,21,2000,31407,13079,-0.2074250103057785,normal,set_a
a0380.wav,36,2000,-23141,20429,-0.9581954802893512,normal,set_a
a0333.wav,36,2000,15390,7530,-0.7841952093127379,normal,set_a
a0285.wav,36,2000,7434,3827,-0.9205826277126675,abnormal,set_a
a0178.wav,36,2000,31293,18531,-0.8470251780407111,abnormal,set_a
a0327.wav,36,2000,-28448,13900,-1.2020271406942187,normal,set_a
a0228.wav,27,2000,8326,4535,-0.7690807030459188,normal,set_a
a0383.wav,21,2000,12467,6528,-0.8405310031927408,normal,set_a
a0226.wav,31,2000,-28151,21545,-0.7828888029893055,normal,set_a
a0090.wav,20,2000,22060,8605,-0.7833468067906225,normal,set_a
a0199.wav,36,2000,12543,5770,-0.8872334494773519,abnormal,set_a
a0328.wav,31,2000,-17759,24534,-0.188427734375,abnormal,set_a
a0110.wav,36,2000,10577,5780,-0.8844408860421671,normal,set_a
a0213.wav,36,2000,28586,14671,-1.22487806229908,normal,set_a
a0126.wav,36,2000,18129,9828,-1.7487663320809734,normal,set_a
a0222.wav,31,2000,17105,9046,-0.7859492214715079,normal,set_a
a0139.wav,31,2000,22744,9556,-0.7480088637677436,abnormal,set_a
a0271.wav,31,2000,28840,14931,-0.9545682852930216,abnormal,set_a
a0373.wav,31,2000,15981,8224,-5.236439862318722,normal,set_a
a0350.wav,32,2000,11777,6117,-1.6970868338606855,normal,set_a
a0103.wav,21,2000,7745,2631,0.1795626375729735,normal,set_a
a0113.wav,36,2000,23761,10536,-1.1358374707842946,normal,set_a
a0038.wav,35,2000,23905,11004,0.17097892001155068,abnormal,set_a
a0196.wav,31,2000,29213,12603,-1.4101399739583333,abnormal,set_a
a0162.wav,21,2000,16044,7674,-0.6692936298164359,normal,set_a
a0245.wav,36,2000,7743,2687,-0.8328716140586523,normal,set_a
a0295.wav,36,2000,9844,4576,-0.9174847439639161,normal,set_a
a0301.wav,31,2000,5969,2674,-5.609678467034752,abnormal,set_a
a0361.wav,31,2000,-1,32767,-1.2155230813897222,abnormal,set_a
a0255.wav,36,2000,8581,4130,-0.8360447417296225,normal,set_a
a0297.wav,36,2000,-8704,29997,-0.26931811809566536,normal,set_a
a0330.wav,36,2000,4474,1909,-0.8784977289295127,abnormal,set_a
a0398.wav,36,2000,10729,5436,-0.9735981860924481,normal,set_a
a0343.wav,36,2000,-23267,21333,-2.19348083652495,normal,set_a
a0315.wav,21,2000,-1,32767,-5.670506074347099,normal,set_a
a0033.wav,36,2000,26775,14043,-0.8931194975607021,normal,set_a
a0044.wav,31,2000,2966,1729,-4.905042332098987,normal,set_a
a0317.wav,36,2000,-29715,17161,-0.8745242892321469,normal,set_a
a0376.wav,36,2000,8863,4774,-1.4757090391141026,normal,set_a
a0316.wav,21,2000,9482,5041,-0.6003540338029535,normal,set_a
a0304.wav,36,2000,31742,15520,-0.8074917288173611,abnormal,set_a
a0382.wav,21,2000,14183,7179,-0.9820438341695273,normal,set_a
a0282.wav,36,2000,15941,7372,-0.9927244235504813,normal,set_a
a0161.wav,36,2000,-1383,32767,-1.7723066202090592,abnormal,set_a
a0273.wav,36,2000,15289,10479,-0.9030875144879976,normal,set_a
a0195.wav,31,2000,-2055,32767,0.3902850013772096,abnormal,set_a
a0253.wav,36,2000,30072,18485,-0.8761503121028892,abnormal,set_a
a0012.wav,31,2000,-15998,25096,-3.1771739658776066,abnormal,set_a
a0190.wav,36,2000,14731,7826,-1.0435997921143934,normal,set_a
a0211.wav,31,2000,27305,11581,-0.8118627754849024,abnormal,set_a
a0217.wav,36,2000,11809,5782,-0.9596308625848047,normal,set_a
a0303.wav,36,2000,-1,32767,0.8656770607867507,normal,set_a
a0235.wav,31,2000,-11094,24482,0.35903011673915175,abnormal,set_a
a0148.wav,36,2000,32575,15565,-0.34296364039463473,normal,set_a
a0260.wav,36,2000,25119,15846,-1.0449686590552945,normal,set_a
a0059.wav,36,2000,13528,6423,-1.0019486345539168,normal,set_a
a0286.wav,36,2000,30101,15061,-0.8536981999663545,normal,set_a
a0322.wav,31,2000,26218,13481,-0.9100115037508709,normal,set_a
a0042.wav,36,2000,21148,11014,-0.9186247527901863,normal,set_a
a0338.wav,36,2000,10172,5804,-1.0083066202090591,normal,set_a
a0355.wav,36,2000,11840,5621,-0.8359214322194156,abnormal,set_a
a0349.wav,36,2000,24588,12401,-0.9905889623979885,normal,set_a
a0227.wav,31,2000,-30702,18699,-7.637281610414186,abnormal,set_a
a0023.wav,31,2000,4857,2179,-5.593522121578758,normal,set_a
a0403.wav,36,2000,13465,7855,-0.8846058468575208,normal,set_a
a0104.wav,21,2000,-31031,15462,-1.429156866073377,normal,set_a
a0264.wav,31,2000,26241,11192,-5.445875284183177,abnormal,set_a
a0048.wav,36,2000,32014,12602,-1.0058387510870015,normal,set_a
a0071.wav,30,2000,-32615,13500,0.5424829983631179,abnormal,set_a
a0007.wav,36,2000,28313,15336,-0.8233752032748276,abnormal,set_a
a0101.wav,36,2000,15673,8081,-0.6160785354205359,normal,set_a
a0141.wav,31,2000,-31291,16858,-1.0308332928271684,abnormal,set_a
a0152.wav,36,2000,15835,6806,-1.4640343854030593,normal,set_a
a0269.wav,36,2000,14570,8773,-0.523520570842639,normal,set_a
a0107.wav,36,2000,7296,3333,-0.9237456258782686,normal,set_a
a0219.wav,36,2000,19897,9149,-0.785400250024581,normal,set_a
a0339.wav,36,2000,-27371,12484,-0.5816463859137554,normal,set_a
a0256.wav,21,2000,13142,6434,-0.5666274575701563,normal,set_a
a0193.wav,31,2000,-31069,17736,-2.638620197994135,abnormal,set_a
a0128.wav,36,2000,11465,5113,-0.8026411708630068,normal,set_a
a0053.wav,36,2000,15570,6393,-0.8043344947735191,abnormal,set_a
a0290.wav,31,2000,17526,9481,-1.3552732995054275,abnormal,set_a
a0384.wav,31,2000,14534,10592,-5.719840494791667,normal,set_a
a0242.wav,36,2000,19306,8910,-0.7424465888500273,normal,set_a
a0347.wav,21,2000,-1,32767,1.3217651892309923,normal,set_a
a0125.wav,36,2000,18692,9798,-0.5867773229406157,abnormal,set_a
a0001.wav,36,2000,11383,6880,-0.801533673526608,normal,set_a
a0372.wav,36,2000,20620,12195,-0.7556636572646218,normal,set_a
a0138.wav,21,2000,6963,3705,-0.8097207367795604,normal,set_a
a0052.wav,36,2000,23601,11706,-0.8784838817998657,normal,set_a
a0326.wav,36,2000,30285,18674,-0.9063689276919633,normal,set_a
a0029.wav,31,2000,-32759,16695,-0.9122721354166666,abnormal,set_a
a0261.wav,36,2000,-1,32767,-1.2566965853384462,normal,set_a
a0105.wav,35,2000,31148,15894,20.103142512591333,abnormal,set_a
a0340.wav,36,2000,11749,6957,-0.8392117202533957,abnormal,set_a
a0034.wav,31,2000,24268,12175,-1.5061639580131454,normal,set_a
a0396.wav,36,2000,22350,13264,-0.7550795268883272,normal,set_a
a0207.wav,36,2000,21154,10181,-0.024401164092231923,normal,set_a
a0353.wav,31,2000,-25888,12230,-1.0955286210665405,abnormal,set_a
a0408.wav,31,2000,11902,6315,-6.111180144534188,abnormal,set_a
a0172.wav,36,2000,-31013,17383,-0.7799138124020596,normal,set_a
a0254.wav,31,2000,20794,8938,-1.3492681681058563,normal,set_a
a0250.wav,31,2000,-1,32767,0.6351979096099875,abnormal,set_a
a0276.wav,36,2000,13923,7470,-0.8833279803382162,normal,set_a
a0154.wav,31,2000,-26746,19084,-1.2794763362983845,abnormal,set_a
a0156.wav,21,2000,11680,5988,-0.7891276073028566,normal,set_a
a0291.wav,36,2000,5709,2937,-0.96604609431952,normal,set_a
a0047.wav,36,2000,-32512,15843,16.58938378773194,normal,set_a
a0095.wav,36,2000,27498,15463,-1.0874243254252525,normal,set_a
a0198.wav,36,2000,12524,6141,-1.3801519654572982,normal,set_a
a0045.wav,36,2000,-1,32767,-1.1563344947735192,normal,set_a
a0067.wav,21,2000,7428,5071,-0.6239767626089253,normal,set_a
a0280.wav,36,2000,-11277,31144,-0.8783859413476606,normal,set_a
a0293.wav,31,2000,-30315,16723,-0.8309733072916666,abnormal,set_a
a0080.wav,31,2000,-7844,32767,-0.49830639698054774,abnormal,set_a
a0049.wav,31,2000,18639,9246,-1.0508433383560978,abnormal,set_a
a0308.wav,33,2000,17549,9156,-1.2292665897638273,normal,set_a
a0087.wav,21,2000,24923,15219,-1.2391910570091418,normal,set_a
a0345.wav,36,2000,15805,8110,-0.8656890424620398,normal,set_a
a0358.wav,21,2000,-29888,15371,-0.7720119304541817,normal,set_a
a0024.wav,21,2000,15211,6953,-1.372830972980811,normal,set_a
a0027.wav,31,2000,-627,32141,0.24123257755796776,abnormal,set_a
a0136.wav,31,2000,-1923,32767,-1.1816986034426762,abnormal,set_a
a0117.wav,35,2000,3774,1919,-0.9514227121250961,normal,set_a
a0157.wav,36,2000,15440,6955,-0.8514654536855429,normal,set_a
a0040.wav,36,2000,6442,3842,-0.9235826837884821,normal,set_a
a0394.wav,25,2000,-20248,21259,-0.8244537593908835,normal,set_a
a0145.wav,36,2000,13960,8632,-0.8119885377345494,normal,set_a
a0368.wav,31,2000,7565,3111,-5.748388671875,normal,set_a
a0210.wav,31,2000,17385,7979,-0.8546443650535889,abnormal,set_a
a0289.wav,31,2000,-20880,25676,-0.8245434955200182,abnormal,set_a
a0140.wav,36,2000,22742,13218,-0.9405035608142208,abnormal,set_a
a0164.wav,36,2000,26507,13117,-0.9858099358002921,normal,set_a
a0356.wav,36,2000,15218,7606,-1.3942129759434756,normal,set_a
a0013.wav,36,2000,5168,2175,-0.8502775752817809,normal,set_a
a0240.wav,36,2000,25339,15050,-0.9231340772724724,normal,set_a
a0337.wav,31,2000,-1,32767,-5.532332020933586,abnormal,set_a
a0334.wav,36,2000,14320,7528,-0.8612964728312679,abnormal,set_a
a0130.wav,36,2000,5855,3021,-0.8410236961499024,normal,set_a
a0058.wav,21,2000,8026,3577,-1.4946773685103907,normal,set_a
a0294.wav,36,2000,-14808,24431,-0.7245574912891986,abnormal,set_a
a0002.wav,21,2000,6905,3170,-0.8610077537988814,normal,set_a
a0244.wav,36,2000,-13146,20684,0.01647633896590957,normal,set_a
a0032.wav,36,2000,26309,11404,-0.9693265294678405,abnormal,set_a
a0201.wav,36,2000,2818,1477,-0.8725576952790303,normal,set_a
a0083.wav,36,2000,29025,16603,-0.7280322996691527,normal,set_a
a0121.wav,36,2000,-19504,27151,-0.6554842146582179,normal,set_a
a0320.wav,36,2000,-1,32767,1.7777855357417156,normal,set_a
a0085.wav,31,2000,-17685,27026,-0.2859897276365463,abnormal,set_a
a0362.wav,36,2000,17616,9692,-0.8356515679442509,normal,set_a
a0313.wav,36,2000,14895,7200,-1.3019397974519966,normal,set_a
a0039.wav,31,2000,-12629,32767,-5.3087890625,normal,set_a
a0216.wav,36,2000,31295,14312,-0.8758585816021238,normal,set_a
a0184.wav,36,2000,-29537,18024,-0.8644389195566979,abnormal,set_a
a0046.wav,36,2000,29601,12314,-1.1965245130960376,normal,set_a
a0365.wav,31,2000,10560,5647,-0.9809138513237957,normal,set_a
a0054.wav,36,2000,12409,5914,-0.9870885437110974,normal,set_a
a0251.wav,21,2000,13373,6272,-0.09789277140570819,normal,set_a
a0124.wav,36,2000,-16434,29298,-1.2006132404181185,normal,set_a
a0236.wav,36,2000,20318,11136,-0.9384275777811715,normal,set_a
a0224.wav,36,2000,13086,7323,-0.9001476941764325,normal,set_a
a0209.wav,36,2000,7944,3578,-0.8398438048684562,normal,set_a
a0102.wav,36,2000,28238,11901,-1.6654024974365458,abnormal,set_a
a0075.wav,36,2000,-2342,30426,-0.7891202149093351,normal,set_a
a0151.wav,36,2000,7688,3133,-0.8785976149340525,normal,set_a
a0155.wav,36,2000,12956,6607,-0.9017097604656369,abnormal,set_a
a0234.wav,36,2000,4243,2054,-0.8927269668591936,normal,set_a
a0060.wav,36,2000,13827,6501,-0.8950961700218696,normal,set_a
a0212.wav,36,2000,19044,6783,-1.0516177872483599,abnormal,set_a
a0159.wav,36,2000,-874,31894,-0.7366381240205955,normal,set_a
a0036.wav,36,2000,24410,12169,-0.7551781218267051,normal,set_a
a0364.wav,36,2000,15650,9559,-1.1871357231287123,normal,set_a
a0028.wav,31,2000,-1,32767,-0.42426157261135145,abnormal,set_a
a0265.wav,21,2000,-28301,17820,-0.8756676840900419,normal,set_a
a0366.wav,36,2000,18967,7242,-0.9455083272584535,normal,set_a
a0056.wav,31,2000,-8104,31631,-5.910409223773953,normal,set_a
a0243.wav,36,2000,-31096,19585,-0.9854652366557621,abnormal,set_a
a0099.wav,36,2000,18466,8659,-1.028598665395615,normal,set_a
a0344.wav,36,2000,15147,6834,-0.8145604202660374,normal,set_a
a0374.wav,36,2000,14634,6302,-0.6790157936629847,normal,set_a
a0010.wav,36,2000,22515,11323,-0.9114478397134542,normal,set_a
a0274.wav,36,2000,-9384,23384,0.2283462393197786,abnormal,set_a
a0116.wav,21,2000,19118,8008,-0.6964087196094543,normal,set_a
a0111.wav,36,2000,3340,1210,-0.933073515392811,normal,set_a
a0223.wav,21,2000,8844,5202,-0.8456909468799846,normal,set_a
a0131.wav,19,2000,5760,2815,-1.1169335149443602,normal,set_a
a0097.wav,36,2000,16740,9659,-0.6587506308529132,normal,set_a
a0171.wav,36,2000,21389,10739,-0.6304973803604287,abnormal,set_a
a0043.wav,36,2000,-20328,28510,-0.8498026491368533,normal,set_a
a0181.wav,36,2000,14710,9604,-0.8584854282163354,abnormal,set_a
a0132.wav,31,2000,-28334,18107,-3.1006482373495747,normal,set_a
a0332.wav,36,2000,9518,5295,-0.5177225363041792,abnormal,set_a
a0174.wav,21,2000,17813,8615,-0.6416867356093875,normal,set_a
a0247.wav,36,2000,9702,4282,-0.7105226265911513,normal,set_a
a0026.wav,36,2000,20772,13472,-1.0054218813647409,normal,set_a
a0369.wav,21,2000,-20360,24905,-1.8709460594858007,normal,set_a
a0379.wav,36,2000,17006,8043,-0.8489177306757687,normal,set_a
a0375.wav,31,2000,30806,17082,-2.378035937069622,normal,set_a
a0370.wav,36,2000,12588,6641,-1.0125750014018953,normal,set_a
a0371.wav,21,2000,-11643,25752,-0.7616844715757345,normal,set_a
a0108.wav,32,2000,6487,3103,-0.9428188828518217,abnormal,set_a
a0144.wav,36,2000,30309,15101,-1.007990521588185,normal,set_a
a0204.wav,31,2000,-1,32767,-0.5464377102209633,abnormal,set_a
a0082.wav,31,2000,4965,2986,-5.429291528686318,normal,set_a
a0389.wav,36,2000,21669,10515,-0.8760887269314119,normal,set_a
a0182.wav,36,2000,15772,8023,-0.8282386784153273,normal,set_a
a0137.wav,36,2000,7216,3988,-0.8032285542723884,normal,set_a
a0191.wav,36,2000,16296,7630,-0.8545833505873259,normal,set_a
a0377.wav,36,2000,17579,8785,-1.185669412834431,normal,set_a
a0402.wav,36,2000,19251,8005,-0.7898768357534511,normal,set_a
a0359.wav,31,2000,18280,6993,-5.852318885499421,abnormal,set_a
a0232.wav,36,2000,-27070,18594,-1.237042251577015,normal,set_a
a0267.wav,21,2000,25393,13106,0.5334960607085891,normal,set_a
a0153.wav,31,2000,23945,12405,-0.6558620577152086,abnormal,set_a
a0399.wav,36,2000,31678,14837,-2.329145205403379,normal,set_a
a0323.wav,21,2000,13085,6421,-0.6176919905914304,abnormal,set_a
a0179.wav,31,2000,-5203,27565,-0.7617913446426546,abnormal,set_a
a0378.wav,36,2000,-19465,31257,-0.6580984085514026,normal,set_a
a0404.wav,31,2000,-5057,28432,-1.4069503085417343,normal,set_a
a0089.wav,21,2000,5991,2874,-0.6577642121327737,normal,set_a
a0200.wav,36,2000,11267,4783,-0.9648891418734121,normal,set_a
a0231.wav,31,2000,28933,12173,0.0901505209092824,abnormal,set_a
a0409.wav,31,2000,-18709,27385,-0.2518391927083333,abnormal,set_a
a0112.wav,36,2000,12086,5804,-0.9468931085510394,normal,set_a
a0272.wav,36,2000,13497,5150,-0.681979094076655,normal,set_a
a0169.wav,36,2000,-16405,18339,-1.022179146826233,normal,set_a
a0025.wav,31,2000,-17400,26163,-2.78523026527073,abnormal,set_a
a0129.wav,36,2000,23880,13250,-1.0346898851018103,abnormal,set_a
a0035.wav,29,2000,7873,4985,-5.061088587940999,abnormal,set_a
a0329.wav,36,2000,7813,4296,-0.9391483535480659,abnormal,set_a
a0098.wav,29,2000,13958,9663,-0.8549706577910134,normal,set_a
a0031.wav,36,2000,20651,11188,-0.19629738878822356,normal,set_a
a0077.wav,36,2000,23444,12355,-0.9466924110141034,normal,set_a
a0215.wav,36,2000,6196,3122,-0.9291493216424412,normal,set_a
a0018.wav,21,2000,-1,32767,-0.9181022107378697,normal,set_a
a0237.wav,36,2000,18064,9352,-0.9977666343601197,normal,set_a
a0166.wav,36,2000,8466,3047,-0.859371502126707,normal,set_a
a0037.wav,36,2000,32604,11739,-1.142013655697336,normal,set_a
a0081.wav,36,2000,-20639,25939,-1.5074160264677845,abnormal,set_a
a0008.wav,36,2000,9580,5878,-1.1162949826144029,normal,set_a
a0100.wav,21,2000,7096,2796,-0.778898615388346,normal,set_a
a0395.wav,15,2000,-1,32767,3.823881505529066,normal,set_a
a0167.wav,36,2000,-13273,25022,-0.6992260475046704,normal,set_a
a0143.wav,36,2000,-27894,14640,-1.4712471261145068,normal,set_a
a0003.wav,31,2000,20459,11908,-5.113313802083334,normal,set_a
a0405.wav,13,2000,17222,8284,-0.8792945213678625,abnormal,set_a
a0142.wav,36,2000,20462,9593,-1.067865754500084,normal,set_a
a0133.wav,36,2000,9350,4791,-1.034975866790214,normal,set_a
a0106.wav,36,2000,11557,7545,-0.8479364100263557,abnormal,set_a
a0020.wav,36,2000,6720,3395,-0.9104609431951999,normal,set_a
a0281.wav,29,2000,13389,6397,-0.48769860712535873,normal,set_a
a0238.wav,9,2000,27678,13235,-4.870102536427415,abnormal,set_a
a0006.wav,21,2000,19089,9328,0.6130112240474012,normal,set_a
a0069.wav,31,2000,26715,15154,0.08951901674247556,abnormal,set_a
a0109.wav,31,2000,-14836,18047,-0.5680983996998418,abnormal,set_a
a0147.wav,36,2000,8072,3973,-0.7872623787360511,normal,set_a
a0319.wav,36,2000,22956,10915,-1.4492496077968595,normal,set_a
a0406.wav,36,2000,11986,6404,-0.7068532018597334,abnormal,set_a
a0230.wav,36,2000,10286,5211,-0.9930017806120336,normal,set_a
a0189.wav,36,2000,17284,8795,-0.7895292173985478,abnormal,set_a
a0311.wav,31,2000,-1,32767,-0.6044329947017936,abnormal,set_a
a0119.wav,36,2000,11479,6232,-0.952666778598612,normal,set_a
a0062.wav,36,2000,-31167,18448,-1.025703913091675,normal,set_a
a0186.wav,36,2000,27672,14859,-1.0042056860875905,normal,set_a
a0017.wav,36,2000,13573,7193,-0.7018448942970896,normal,set_a
a0283.wav,31,2000,-11838,25931,-0.8511854498213706,abnormal,set_a
a0096.wav,36,2000,17950,10637,-1.151811248808389,normal,set_a
a0325.wav,36,2000,27240,11823,-0.8673434107347836,abnormal,set_a
a0321.wav,31,2000,7829,4784,-4.584036149491852,normal,set_a
a0277.wav,31,2000,28504,15082,-0.6044061917913803,normal,set_a
a0259.wav,36,2000,15677,7667,-0.837207361348746,normal,set_a
a0066.wav,36,2000,23393,11232,-0.901647633896591,normal,set_a
a0252.wav,21,2000,14430,7169,-0.6984432560903149,normal,set_a
a0076.wav,36,2000,22288,10684,-1.986696013009589,normal,set_a
a0296.wav,13,2000,19427,8183,-1.905104989404739,normal,set_a
a0307.wav,34,2000,7379,4706,-0.8750914678764817,normal,set_a
a0149.wav,36,2000,20550,11437,-0.9348982698188826,normal,set_a
a0170.wav,36,2000,13889,6780,-0.6932423131487646,normal,set_a
a0165.wav,31,2000,-6698,32525,-0.930199776405969,abnormal,set_a
a0263.wav,31,2000,25373,10695,-4.481276388437805,normal,set_a
a0135.wav,36,2000,16320,10522,-0.9152304299580015,normal,set_a
a0041.wav,35,2000,8267,4627,-0.9321968725967701,normal,set_a
a0091.wav,31,2000,25172,14905,-1.2273535505130422,abnormal,set_a
a0160.wav,36,2000,-1,32767,-1.1819420448639613,normal,set_a
a0318.wav,22,2000,19353,9677,-4.9246239222161075,normal,set_a
a0073.wav,36,2000,6850,3425,-0.693209218863904,normal,set_a
a0019.wav,31,2000,-16260,27353,-1.300912198836663,abnormal,set_a
a0187.wav,36,2000,-23319,20547,-0.7040379449294829,normal,set_a
a0015.wav,36,2000,11365,6971,-0.636277143496754,normal,set_a
a0202.wav,36,2000,14739,7464,-1.1085510393184617,normal,set_a
a0367.wav,36,2000,21846,9175,-0.8858736111696375,normal,set_a
a0055.wav,36,2000,-1,32767,-2.2597431727695847,abnormal,set_a
a0192.wav,36,2000,14616,6549,-0.9552195121951219,normal,set_a
a0346.wav,36,2000,22511,9011,-1.0228393240908515,normal,set_a
a0407.wav,36,2000,-28217,18932,-0.6365025514495598,abnormal,set_a
a0093.wav,31,2000,16585,8712,-5.578743489583333,abnormal,set_a
a0011.wav,36,2000,22846,11145,-0.909050047055188,abnormal,set_a
a0363.wav,36,2000,32029,15481,-0.6929894793027405,normal,set_a
a0314.wav,21,2000,-1,32767,-7.498144959868086,normal,set_a
a0335.wav,36,2000,20498,11076,-1.1624969002286942,normal,set_a
a0239.wav,21,2000,6663,3371,-1.2532538998947267,normal,set_a
a0229.wav,31,2000,17526,10356,-0.6962974991880481,abnormal,set_a
a0302.wav,36,2000,13016,7318,-0.8233350456066306,abnormal,set_a
a0241.wav,36,2000,-9481,26566,-0.6294298596772154,abnormal,set_a
a0065.wav,36,2000,20318,11190,-0.7688045668233714,normal,set_a
a0309.wav,31,2000,16453,7722,0.2319869084074596,abnormal,set_a
a0220.wav,35,2000,4959,2135,-1.0188270813751459,normal,set_a
a0114.wav,36,2000,11371,7116,-1.0416526751734945,normal,set_a
a0248.wav,31,2000,17439,6961,-1.0581203019831977,normal,set_a
a0063.wav,36,2000,12468,6959,-1.1636993214826445,normal,set_a
a0183.wav,36,2000,14404,6904,-0.942928839791398,normal,set_a
a0014.wav,36,2000,-1,32767,-1.7886305126483097,normal,set_a
a0051.wav,36,2000,14741,7380,-0.6914865225513744,normal,set_a
a0061.wav,31,2000,-22959,20171,-1.017895420591101,normal,set_a
a0068.wav,36,2000,-1,32767,-0.6327372957241997,abnormal,set_a
a0004.wav,36,2000,13808,5927,-0.6161701290857248,normal,set_a
a0392.wav,36,2000,10102,4848,-0.8924045309258117,normal,set_a
a0092.wav,36,2000,4484,2378,-0.7758606271777003,normal,set_a
a0084.wav,31,2000,10532,4407,-5.748749594024034,normal,set_a
a0118.wav,31,2000,-1,32767,-1.665986163094023,abnormal,set_a
a0221.wav,36,2000,24015,12771,-1.255530740381779,normal,set_a
a0233.wav,36,2000,7386,3238,-0.8576655638423148,normal,set_a
a0270.wav,31,2000,-25332,21550,-1.0209808379343943,abnormal,set_a
a0177.wav,36,2000,31614,17299,-0.6114002686366689,normal,set_a
a0249.wav,36,2000,32586,17097,-2.4244798968205012,normal,set_a
a0030.wav,36,2000,26474,9316,-0.7303408008613194,normal,set_a
a0163.wav,31,2000,-7046,25722,-0.7430547625650479,normal,set_a
a0173.wav,21,2000,12989,5458,-0.8638165208564937,normal,set_a
a0397.wav,31,2000,13998,7127,-5.562144173830769,normal,set_a
a0387.wav,36,2000,5600,2989,-0.8514131105254303,normal,set_a
a0094.wav,36,2000,10068,5654,-0.6687741826950037,abnormal,set_a
a0393.wav,36,2000,-20907,20621,-0.4011770820164904,abnormal,set_a
a0123.wav,21,2000,13103,5627,-0.3397997041635345,normal,set_a
a0197.wav,36,2000,28907,19517,-1.0878708013233893,normal,set_a
a0351.wav,36,2000,15096,7096,-0.3963018000336455,abnormal,set_a
a0336.wav,13,2000,20204,9552,-2.5031458829966002,normal,set_a
a0299.wav,31,2000,23157,8309,-1.09893225748959,abnormal,set_a
a0312.wav,36,2000,12019,5377,-0.9593169965793753,normal,set_a
a0305.wav,36,2000,19637,12148,-1.0890558540407431,normal,set_a
a0021.wav,36,2000,-21912,23645,-1.0175438596491229,normal,set_a
a0206.wav,36,2000,8141,4397,-0.623137106176169,normal,set_a
a0064.wav,36,2000,10378,5493,-0.9419044007135533,normal,set_a
a0390.wav,36,2000,-14366,27670,-1.156970561898366,normal,set_a
a0146.wav,31,2000,11408,6689,-5.2810231480726255,normal,set_a
a0400.wav,16,2000,-1,32767,67.20327718223584,normal,set_a
a0088.wav,36,2000,12260,8093,-0.706757000652515,abnormal,set_a
a0120.wav,36,2000,21260,9713,-0.6931742600598604,normal,set_a
a0194.wav,21,2000,13811,8810,-0.9415148146357968,normal,set_a
a0079.wav,31,2000,5038,2839,-5.271577951420042,normal,set_a
a0005.wav,36,2000,-27571,14425,-1.1478719228396792,normal,set_a
a0298.wav,31,2000,24369,11886,-0.21829736443111067,abnormal,set_a
a0115.wav,36,2000,19310,9263,-0.9019978064390731,normal,set_a
a0278.wav,36,2000,18453,9356,-1.4259407526020818,normal,set_a
a0401.wav,36,2000,16354,7124,-0.6429665824671829,abnormal,set_a
a0057.wav,36,2000,-1,32767,-0.022214803377429093,normal,set_a
a0287.wav,31,2000,27973,14043,-1.8997067353651225,abnormal,set_a
a0078.wav,36,2000,18777,8246,-1.1231811058876204,normal,set_a
a0086.wav,36,2000,27250,9974,-1.0994382100017943,abnormal,set_a
a0072.wav,36,2000,-2853,32767,-0.9620863527401978,normal,set_a
